,hPos,aPos,unixTime,Distance
243,"{'x': -0.028914939612150192, 'y': -0.013294651173055172, 'z': 0.014130830764770508}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088274935,0.5907126452491498
244,"{'x': -0.028751252219080925, 'y': -0.014418878592550755, 'z': 0.013933457434177399}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088275035,0.5909584086058335
245,"{'x': -0.030585486441850662, 'y': -0.01567329466342926, 'z': 0.012657791376113892}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088275126,0.5923409598958911
246,"{'x': -0.02965843491256237, 'y': -0.016597801819443703, 'z': 0.011569425463676453}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088275235,0.5934495585755412
247,"{'x': -0.02927735075354576, 'y': -0.01680375263094902, 'z': 0.010147333145141602}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088275336,0.5948701720185514
248,"{'x': -0.02916422113776207, 'y': -0.01735755056142807, 'z': 0.009210951626300812}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088275425,0.5958309202909272
249,"{'x': -0.028654491528868675, 'y': -0.01880674995481968, 'z': 0.008837588131427765}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088275531,0.5962687520211307
250,"{'x': -0.027906633913517, 'y': -0.018885647878050804, 'z': 0.009100638329982758}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088275625,0.5959929717587762
251,"{'x': -0.026887759566307068, 'y': -0.01871507242321968, 'z': 0.009155280888080597}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088275725,0.5959067130990836
252,"{'x': -0.025965526700019836, 'y': -0.018312081694602966, 'z': 0.009207993745803833}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088275830,0.595813462047124
253,"{'x': -0.025121603161096573, 'y': -0.017954306676983833, 'z': 0.009727515280246735}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088275935,0.5952596620888494
254,"{'x': -0.02462170459330082, 'y': -0.017670536413788795, 'z': 0.010817885398864746}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088276035,0.5941470326696513
255,"{'x': -0.0244259312748909, 'y': -0.017870455980300903, 'z': 0.011921301484107971}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088276135,0.5930526215894852
256,"{'x': -0.0241574477404356, 'y': -0.01772352121770382, 'z': 0.013019464910030365}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088276225,0.5919438139904273
257,"{'x': -0.02364528179168701, 'y': -0.016780227422714233, 'z': 0.014109671115875244}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088276325,0.5907973691513282
258,"{'x': -0.022555748000741005, 'y': -0.01675630547106266, 'z': 0.015278533101081848}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088276440,0.5896127463398336
259,"{'x': -0.02180125005543232, 'y': -0.015762725844979286, 'z': 0.01633923500776291}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088276535,0.5884926892687402
260,"{'x': -0.020092571154236794, 'y': -0.015074177645146847, 'z': 0.018928460776805878}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088276630,0.5858532377731585
261,"{'x': -0.017730992287397385, 'y': -0.014491758309304714, 'z': 0.022327519953250885}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088276735,0.5824112448764303
262,"{'x': -0.014525399543344975, 'y': -0.0136106563732028, 'z': 0.026496179401874542}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088276825,0.5781950683008816
263,"{'x': -0.012905487790703773, 'y': -0.011623983271420002, 'z': 0.030354179441928864}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088276935,0.5742516264036064
264,"{'x': -0.01357034407556057, 'y': -0.007817973382771015, 'z': 0.03461373597383499}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088277035,0.5698377431450086
265,"{'x': -0.015558818355202675, 'y': -0.0053914254531264305, 'z': 0.04029351472854614}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088277135,0.5640750835900468
266,"{'x': -0.01542535237967968, 'y': -0.002388769993558526, 'z': 0.04582331329584122}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088277235,0.5584529710738498
267,"{'x': -0.014483734965324402, 'y': -0.000804878945928067, 'z': 0.050095200538635254}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088277335,0.5541377136783607
268,"{'x': -0.014334033243358135, 'y': 0.0008200654410757124, 'z': 0.05302603542804718}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088277445,0.5511671193612209
269,"{'x': -0.013911217451095581, 'y': 0.001559860655106604, 'z': 0.05489524453878403}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088277535,0.5492815498641948
270,"{'x': -0.013930972665548325, 'y': 0.0035691873636096716, 'z': 0.05813845992088318}","{'x': -0.014312457293272018, 'y': 0.013834120705723763, 'z': 0.6040394902229309}",1653088277635,0.5459976641633886
271,"{'x': -0.014273103326559067, 'y': 0.0035743587650358677, 'z': 0.06266884505748749}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088277815,0.5412826061175556
272,"{'x': -0.010271887294948101, 'y': 0.0028353219386190176, 'z': 0.06532779335975647}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088277915,0.5386042405888872
273,"{'x': -0.00390454288572073, 'y': 0.0015227401163429022, 'z': 0.0648665726184845}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088278015,0.5390964691493113
274,"{'x': 0.002054260578006506, 'y': -0.003440571716055274, 'z': 0.06120456010103226}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088278115,0.5428506288128742
275,"{'x': 0.007524068932980299, 'y': 0.0009826672030612826, 'z': 0.061114177107810974}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088278215,0.5431078344181964
276,"{'x': 0.008070223033428192, 'y': -0.003721387591212988, 'z': 0.06453181803226471}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088278316,0.5397004832505329
277,"{'x': 0.005435253027826548, 'y': -0.01508704386651516, 'z': 0.060307763516902924}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088278415,0.5439803614185453
278,"{'x': 0.008554733358323574, 'y': -0.008693109266459942, 'z': 0.06597112864255905}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088278506,0.5383127858294058
279,"{'x': 0.007223600056022406, 'y': -0.008015187457203865, 'z': 0.06787076592445374}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088278615,0.5363610597645752
280,"{'x': 0.006702939048409462, 'y': -0.012082559056580067, 'z': 0.0699131116271019}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088278715,0.5343597176476864
281,"{'x': 0.0036648523528128862, 'y': -0.015775324776768684, 'z': 0.07248201966285706}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088278815,0.5317807839890152
282,"{'x': 0.002104270039126277, 'y': -0.019203372299671173, 'z': 0.07702973484992981}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088278915,0.5272929931131456
283,"{'x': 0.0007536597549915314, 'y': -0.02134568989276886, 'z': 0.08178071677684784}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088279016,0.5225870770624946
284,"{'x': 0.00029166252352297306, 'y': -0.017458511516451836, 'z': 0.08686665445566177}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088279115,0.5173691972641062
285,"{'x': 0.0004902326036244631, 'y': -0.01733902283012867, 'z': 0.09172829240560532}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088279207,0.5125115363285542
286,"{'x': 0.000945086358115077, 'y': -0.01677563227713108, 'z': 0.0936397910118103}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088279315,0.5105954679438045
287,"{'x': 0.0024331777822226286, 'y': -0.015115165151655674, 'z': 0.09471055120229721}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088279415,0.5095179654241999
288,"{'x': 0.004428179934620857, 'y': -0.014382577501237392, 'z': 0.09497552365064621}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088279507,0.5092909664073166
289,"{'x': 0.0054885949939489365, 'y': -0.015990983694791794, 'z': 0.09633659571409225}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088279615,0.5080034996659321
290,"{'x': 0.005113170947879553, 'y': -0.019504711031913757, 'z': 0.09752421081066132}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088279715,0.5069103020104565
291,"{'x': 0.004774507600814104, 'y': -0.021304890513420105, 'z': 0.09806496649980545}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088279815,0.5064230685374642
292,"{'x': 0.005084451287984848, 'y': -0.02182154729962349, 'z': 0.09774050116539001}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088279916,0.5067760837890992
293,"{'x': 0.005139573011547327, 'y': -0.022245801985263824, 'z': 0.0964912697672844}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088280016,0.5080417829020633
294,"{'x': 0.005266355350613594, 'y': -0.02207638882100582, 'z': 0.09515979886054993}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088280116,0.5093690510473992
295,"{'x': 0.005824057385325432, 'y': -0.021883562207221985, 'z': 0.09385642409324646}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088280216,0.5106812366953678
296,"{'x': 0.005945345852524042, 'y': -0.021793732419610023, 'z': 0.09296958148479462}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088280315,0.511567528539915
297,"{'x': 0.005825286731123924, 'y': -0.021571025252342224, 'z': 0.09306006878614426}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088280406,0.5114649377964475
298,"{'x': 0.005530994851142168, 'y': -0.02176470309495926, 'z': 0.09325675666332245}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088280516,0.5112663008521711
299,"{'x': 0.00495854951441288, 'y': -0.01976209692656994, 'z': 0.09871338307857513}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088280616,0.5057262525122963
300,"{'x': 0.004327532835304737, 'y': -0.028448015451431274, 'z': 0.09784413129091263}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088280715,0.5069446623174452
301,"{'x': 0.0034784425515681505, 'y': -0.0324893593788147, 'z': 0.09175346046686172}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088280816,0.5132204445683447
302,"{'x': 0.0025369201321154833, 'y': -0.026612110435962677, 'z': 0.08733826130628586}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088280915,0.5172951074515033
303,"{'x': 0.0018720701336860657, 'y': -0.025652723386883736, 'z': 0.08265095204114914}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088281015,0.5219161275217039
304,"{'x': 0.0028836852870881557, 'y': -0.023069700226187706, 'z': 0.0833737775683403}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088281115,0.5211115692881677
305,"{'x': 0.0027514523826539516, 'y': -0.026126651093363762, 'z': 0.08336175233125687}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088281215,0.52124937926227
306,"{'x': 0.0032000597566366196, 'y': -0.025762515142560005, 'z': 0.08179756253957748}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088281305,0.5228069019525298
307,"{'x': 0.0021000413689762354, 'y': -0.025570038706064224, 'z': 0.0806964784860611}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088281409,0.5238700105985342
308,"{'x': 0.0021202063653618097, 'y': -0.026614585891366005, 'z': 0.0798577070236206}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088281515,0.5247550483219485
309,"{'x': 0.003410157049074769, 'y': -0.028576789423823357, 'z': 0.08008768409490585}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088281615,0.524652098563543
310,"{'x': 0.004543251357972622, 'y': -0.02943912148475647, 'z': 0.08116714656352997}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088281715,0.5236496509254615
311,"{'x': 0.004528325982391834, 'y': -0.027656396850943565, 'z': 0.08085554838180542}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088281805,0.5238718654240148
312,"{'x': 0.0008850314188748598, 'y': -0.026352906599640846, 'z': 0.07946170121431351}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088281916,0.5251099147073895
313,"{'x': -0.0022982582449913025, 'y': -0.023730523884296417, 'z': 0.07887830585241318}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088282006,0.5255199483099209
314,"{'x': -0.004738983698189259, 'y': -0.021030107513070107, 'z': 0.0787016972899437}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088282115,0.5255612791806692
315,"{'x': -0.005253461189568043, 'y': -0.019985465332865715, 'z': 0.07759927958250046}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088282215,0.5266217924509312
316,"{'x': -0.0018010828644037247, 'y': -0.01924433372914791, 'z': 0.07752513885498047}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088282315,0.5267188719474243
317,"{'x': -0.0006903689354658127, 'y': -0.01893734373152256, 'z': 0.07687897235155106}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088282415,0.5273749020377525
318,"{'x': -0.0016617766814306378, 'y': -0.016983285546302795, 'z': 0.07685161381959915}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088282505,0.5273276706806491
319,"{'x': -0.002193865831941366, 'y': -0.01884915865957737, 'z': 0.07361676543951035}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088282615,0.530606035613266
320,"{'x': 0.0011646575294435024, 'y': -0.018300166353583336, 'z': 0.06953059136867523}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088282715,0.5347372773360372
321,"{'x': 0.006002993788570166, 'y': -0.015497272834181786, 'z': 0.06513849645853043}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088282815,0.5391800284144245
322,"{'x': 0.009092938154935837, 'y': -0.01504095271229744, 'z': 0.060129135847091675}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088282916,0.5442784981294576
323,"{'x': 0.01011813897639513, 'y': -0.016424518078565598, 'z': 0.0543728768825531}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088283016,0.550100445425429
324,"{'x': 0.00940042082220316, 'y': -0.01673474721610546, 'z': 0.05069085955619812}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088283115,0.5537600250230955
325,"{'x': 0.006872178986668587, 'y': -0.0166315920650959, 'z': 0.0491388738155365}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088283215,0.5552221255221929
326,"{'x': 0.006307265721261501, 'y': -0.017304206266999245, 'z': 0.04915813356637955}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088283316,0.5552027433865921
327,"{'x': 0.007781230844557285, 'y': -0.017215043306350708, 'z': 0.04902009665966034}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088283415,0.5553853851453536
328,"{'x': 0.009463959373533726, 'y': -0.01606694608926773, 'z': 0.047571294009685516}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088283515,0.5568622370340139
329,"{'x': 0.010709954425692558, 'y': -0.015211750753223896, 'z': 0.0461844876408577}","{'x': -0.010693594813346863, 'y': -0.002566121518611908, 'z': 0.6039047837257385}",1653088283615,0.5582740836934618
